student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
EG,67,149.6,2,5,4,13.33,0
IN,65,105.6,2,7,2,51.26,0
IN,69,132.7,1,5,4,20.57,0
NG,105,433.3,7,4,3,9.24,1
EG,66,53.3,1,1,1,12.8,0
TN,65,732.7,2,21,17,119.83,0
DZ,65,35.4,1,1,0,3.32,0
TN,65,1152.2,3,26,2,62.81,0
EG,65,226.5,2,3,3,27.13,0
EG,251,172.3,4,7,5,11.97,0
EG,242,278.7,3,3,1,23.78,0
NP,65,1.1,1,3,0,1.66,0
EG,75,214.2,1,10,2,25.67,0
NG,66,120.7,1,4,3,16.1,0
EG,68,64.8,4,1,1,10.3,0
DE,66,82.9,2,4,2,17.68,0
GH,65,153.6,1,7,5,18.77,0
TN,66,233.7,2,5,5,9.41,0
NL,66,124.8,1,2,2,5.06,0
DE,67,690.8,3,2,2,17.39,0
TR,71,47.6,3,7,4,10.2,0
EG,66,159.8,2,6,6,38.14,0
LB,65,124,2,5,3,15.14,0
EG,65,431.6,3,24,12,35.63,0
US,65,9.5,1,3,3,11.02,0
MA,65,54.5,1,4,3,30.43,0
PS,66,2.4,1,7,4,48.05,0
PK,67,384.2,1,2,2,5.65,0
DZ,65,189.3,2,1,1,7.95,0
SA,81,96.5,3,1,0,2.35,0
EG,109,193.2,2,6,6,27.71,0
EG,134,134.7,2,3,2,7.62,0
SG,65,500.2,2,6,3,23.87,0
KE,156,341.4,4,2,2,9.37,0
NL,65,279,2,7,6,45.43,0
IT,65,5.1,2,3,2,23.99,0
DE,65,60,1,9,2,8,0
EG,162,55.4,2,4,3,59.6,0
LB,207,994.2,7,1,1,2,0
NG,65,99.4,1,4,3,8.54,0
GT,70,192.7,2,1,1,2.35,0
MX,99,542.2,1,5,3,51.24,0
EG,66,18.9,1,1,0,2.3,0
EG,66,115.4,1,10,6,28.9,0
EG,140,0.2,1,3,1,1.13,0
MX,5,71.7,1,2,1,9.7,1
BH,70,258.3,4,3,3,10.55,0
ID,64,183.7,2,7,6,15.6,0
VN,64,13.8,1,1,0,16,0
EG,65,284.8,2,15,11,69.8,0
KE,192,189.4,2,7,4,24.2,0
US,70,203.7,2,4,4,42.83,0
DE,64,1.8,1,1,1,4.78,0
IN,66,297.4,2,4,2,5.2,0
PK,66,9.5,1,1,0,12.02,0
US,65,408.8,2,1,1,7.9,0
SG,65,49,1,2,1,14.12,0
BG,66,46.6,1,1,1,4.98,0
IN,86,144.6,2,3,3,13.88,0
ID,66,329.4,3,9,7,50.23,0
EG,64,3.4,2,47,0,240.86,0
TH,65,62.6,1,3,1,11.35,0
SG,66,141.7,1,2,2,13.32,0
IN,64,2.9,1,3,3,12.42,0
VN,65,296.9,1,5,4,25.13,0
AU,131,359.1,1,1,1,5.35,0
PS,64,0.5,1,4,3,2.7,0
LB,66,355.7,3,8,3,71.5,0
IN,78,137.6,2,5,3,9.4,0
PS,64,0.4,1,3,3,1.13,0
PK,66,50.1,1,9,4,34.74,0
PK,65,286.9,3,2,0,0.78,0
VN,65,125.8,1,1,1,3.12,0
EG,65,38.8,1,9,9,3.93,0
BG,184,1.8,6,2,0,40,0
ET,66,211.1,2,2,0,15.55,0
IT,64,0.1,1,35,0,8.9,0
EG,65,43,1,1,1,6.4,0
IN,70,467.1,2,4,0,70.85,0
IN,65,219.8,1,6,3,10.98,0
DE,66,519.5,1,2,0,45,0
EG,64,72.8,2,1,0,2.88,0
IN,66,1510.1,4,1,0,15,0
NG,64,147.6,1,9,7,24.61,0
EG,66,346.4,1,4,3,12.92,0
NL,9,83.1,1,4,2,14.27,1
PK,64,26.5,1,1,0,2.63,0
BG,66,1.1,1,1,0,1.33,0
PK,67,363.8,1,2,2,8.77,0
RU,64,90.6,1,3,3,7.89,0
NG,66,199.6,1,21,0,213.5,0
IN,188,47.1,3,2,1,19.85,0
MA,65,348.2,2,10,3,21.6,0
NL,64,93.2,1,2,2,5.12,0
IN,101,427.3,5,2,0,15.73,0
JP,64,260.6,1,2,0,1.95,0
MA,64,52.2,1,9,6,27.96,0
EG,66,55.9,1,1,0,4.2,0
EG,64,80.1,1,1,0,15,0
IN,66,1.5,1,3,1,15.05,0
PK,64,131.6,1,7,4,10.12,0
EG,66,43.1,2,1,1,9.17,0
IL,171,114.3,3,1,0,7.85,1
EG,65,73.1,2,5,2,33.06,0
NG,65,73.9,2,3,3,7.16,0
OM,7,124.8,1,1,1,7.52,1
EG,66,76.7,1,4,2,18.21,0
IN,66,439.2,3,3,2,17.57,0
EG,65,48.6,1,1,1,16,0
EG,95,21.3,1,1,0,1.42,0
IN,66,271.1,2,2,0,3.4,0
IN,66,7.8,2,1,0,1.25,0
IN,64,61.9,1,2,2,6,0
US,66,371.1,2,5,4,33.13,0
PK,65,68.8,1,2,0,9.61,0
IN,82,115.9,2,4,2,21.54,0
IN,194,162.9,1,2,2,20.71,0
NL,66,108,1,2,0,24.32,0
DE,66,131.2,2,1,1,0.83,0
EG,139,106.2,1,3,2,12.81,0
PK,64,134.3,1,9,5,25.9,0
DE,66,196.4,1,4,4,21.32,0
US,224,530.3,2,9,8,29.03,0
EG,180,255.5,3,2,1,14.03,0
EG,66,155.3,1,2,2,27.47,0
UA,64,59.6,1,2,1,6.22,0
ZW,66,140,3,3,2,42.65,0
EG,64,39.2,1,1,1,7.72,0
NL,65,80.8,1,2,1,5.9,0
EG,64,6.7,3,1,1,13.8,0
GB,65,102.6,2,1,0,6.35,0
TN,64,88.4,1,3,1,9.77,0
NA,64,86.4,1,2,2,4.98,0
EG,66,84.9,3,15,4,26.12,0
PS,242,761.7,7,2,2,27.62,0
EG,70,194.1,4,7,5,15.06,0
NG,78,40.7,1,1,0,9.97,0
US,64,91.5,1,1,1,4.2,0
EG,64,113.6,1,3,2,21.77,0
MA,64,6.7,1,2,1,10.71,0
EG,66,382.7,2,7,4,28.47,0
VN,64,0.4,2,1,0,12,0
IN,66,6.3,2,3,3,4.18,0
IN,157,150.9,4,2,2,4.62,0
DO,64,86.8,1,1,1,14.93,0
EG,66,96.5,4,2,1,3.35,0
EG,66,382.6,1,1,1,8,0
CO,64,156.7,1,1,0,15,0
EG,291,194.6,1,4,0,4.94,0
IN,65,110.9,2,2,2,10.75,0
EG,65,87.8,1,5,3,18.25,0
MA,155,56.7,1,1,1,3.53,0
IN,65,90.7,1,2,1,12.78,0
NL,66,53.7,1,2,2,6.95,0
EG,67,4,1,2,0,0.75,0
IQ,63,53.8,2,5,3,10.62,0
BD,69,354.9,2,4,1,7.22,0
IN,65,54.5,1,1,0,10.67,0
IN,65,251.3,1,1,1,3,0
NG,70,33.6,1,3,2,7.42,0
GB,7,94.4,1,3,3,18,1
YE,66,20,1,1,1,12.62,0
SD,66,26.3,2,1,1,13.87,0
IN,63,112.9,2,1,1,3.13,0
EG,73,43.4,2,3,1,9.09,0
IN,65,215.3,3,4,2,33.17,0
MZ,76,45.4,1,2,2,8.62,0
IT,63,1.4,1,4,1,24,0
US,1,76.5,1,1,0,2.8,1
EG,66,37.6,1,2,1,20.65,0
PK,63,4.4,1,1,0,4.03,0
IT,66,16.3,1,1,1,1.47,0
US,1,167.3,1,3,3,16.15,1
US,0,41.2,1,4,1,5.88,1
EG,63,21.9,2,5,4,24.41,0
EG,65,77.8,2,1,1,10,0
IN,63,153.1,3,3,3,19.78,0
ZW,2,173.6,2,6,5,37.7,1
MA,132,229.6,2,1,0,3.68,0
IN,72,42.2,1,1,1,5.38,0
IN,62,49.8,1,2,1,4.65,0
EG,113,89.4,3,1,1,4.53,0
EG,66,10,1,1,0,8.27,0
EG,63,41.7,1,1,1,3.3,0
PS,62,14.3,1,1,0,2.68,0
EG,66,80.9,2,1,1,8.18,0
IN,98,151.4,3,1,1,2.77,0
IN,63,76.8,2,1,0,9.55,0
RU,62,0.2,1,1,1,0.72,0
US,62,21.9,1,1,0,3.17,0
DE,63,71.1,3,1,1,3.32,0
EG,123,53.8,3,1,0,3.32,0
NG,62,45.9,1,2,1,7.75,0
CA,62,39.2,1,2,1,3.21,0
IN,63,301.5,3,3,2,13.69,0
KW,64,132.7,1,2,2,10.08,0
IN,1,110.6,1,5,4,13.35,1
US,62,45.4,1,3,1,8.95,0
JP,66,304.2,2,3,0,43.05,0
NG,61,51.2,2,1,1,3.1,0
EG,134,111.6,2,1,0,18.45,0
AE,61,99.7,7,1,0,10,0
EG,61,20.5,1,1,0,15.63,0
NG,88,69.4,2,2,1,8.21,0
ZA,61,43.9,1,5,4,11.84,0
CO,79,66.7,1,4,3,8.3,0
NG,62,39.9,1,4,3,11.52,0
TH,5,281,4,2,1,10.89,1
MA,61,42.5,1,1,1,3.85,0
EG,60,10.4,1,1,1,1.08,0
IN,60,62,1,1,1,6.43,0
BD,61,20.2,1,1,0,16,0
FR,40,164.7,4,2,0,11.43,1
ET,60,147.9,3,6,3,20.73,0
PK,61,41.2,1,2,2,3,0
NG,64,46.5,1,3,1,17.87,0
GB,60,4.7,1,1,1,3.37,0
LT,59,38.9,1,1,1,5.8,0
CL,86,55.9,1,2,2,4.97,0
US,0,178.8,1,5,2,9.02,1
DE,59,40.9,1,2,1,4.07,0
IN,61,117.9,1,1,0,1.98,0
NO,59,44.8,1,2,1,4.6,0
NG,65,226.1,3,3,2,43.39,0
IN,92,57.7,1,2,2,9.35,0
IN,63,42.6,1,1,0,3.25,0
DE,65,41.6,1,2,1,15.33,0
IN,3,100.9,1,8,7,9.7,1
EG,152,2269.4,6,3,3,22.46,0
MA,59,41.8,1,1,1,3.25,0
NG,152,266.7,4,3,2,7.8,0
IN,91,42.4,1,2,1,4.15,0
IN,59,41.2,1,2,1,3.91,0
IN,57,2,1,1,0,10.8,0
ID,57,129.4,2,3,2,7.18,0
IE,59,55.6,1,1,0,2.87,0
NG,65,94.2,2,2,1,11.53,0
PK,6,41.2,1,2,1,8.8,1
US,0,49.2,1,4,2,4.23,1
US,57,41.9,1,3,1,15.52,0
EG,58,32.9,1,1,1,7.42,0
GB,97,37.9,1,1,1,3.67,0
AZ,59,100.3,1,2,2,27.2,0
DZ,67,45.2,1,3,2,9.9,0
ZA,57,23.5,1,1,1,1.4,0
RO,56,73.7,1,1,0,10,0
EG,66,15.2,1,8,5,13.23,0
IN,58,41.7,1,1,1,2.5,0
US,12,45.8,1,1,1,5.47,1
IN,63,52.5,1,1,1,2.32,0
GB,56,42.8,1,1,0,3.02,0
GB,25,23.6,2,2,1,32,1
EG,119,19.6,2,1,1,12.05,0
EG,62,97.8,2,1,0,1.43,0
IL,55,0.7,1,1,0,20,0
ES,56,26.7,1,2,2,4.92,0
ES,56,43.7,1,1,0,3.48,0
MZ,63,0.3,1,1,0,12,0
IN,22,227.1,3,2,0,21.98,1
US,56,43.1,1,1,0,10,0
ZA,56,90.4,3,4,2,14.97,0
CA,59,42.3,1,1,1,3.05,0
SA,193,62.3,1,1,1,9.98,1
SA,140,16.9,4,2,2,6,0
CA,68,632.2,4,4,2,40.92,0
IN,282,33,1,1,1,8.22,0
SG,57,167.1,1,2,2,3.56,0
US,0,115.5,1,3,2,10.67,1
IN,53,30.7,1,1,1,2.02,0
TW,78,152.3,2,9,7,30.72,0
DZ,80,0.3,1,1,1,3.65,0
GB,66,42.7,2,2,1,4.48,0
OM,53,44.4,1,2,2,4.4,0
TR,1,110.1,1,3,1,8.63,1
EG,54,73.2,1,2,1,11.67,0
ID,59,23.5,1,2,1,5.1,0
AZ,73,81.6,1,2,2,13.5,0
FR,244,65.6,1,1,1,5.45,0
US,2,87.6,2,2,2,3.02,1
KE,80,49.1,1,2,2,4.47,0
KE,52,0.2,1,1,1,0.58,0
EG,52,41.1,1,2,1,3.81,0
NL,1,54.5,1,2,1,4.07,1
DE,52,19.6,1,1,1,7.72,0
US,56,42.8,1,2,1,3.07,0
ID,56,41.1,1,2,1,1.69,0
CA,70,6.1,3,2,0,25,0
PK,291,220.2,3,6,4,9.86,0
NG,61,24.9,2,2,1,7.67,0
US,37,188.3,2,1,0,3.75,1
DK,51,333.3,2,1,1,4.1,0
GB,53,97.2,4,2,1,6.94,0
US,51,307.8,1,5,3,11.55,0
GB,51,60,1,4,2,10.72,0
ID,69,0.5,1,1,0,15,0
IN,53,324,1,1,1,6.42,0
LU,96,60.8,1,1,1,5.83,0
NG,65,56.7,1,2,1,3.79,0
EG,66,96.7,2,4,4,17.45,0
US,50,67,1,3,2,16.07,0
BR,87,717.5,4,13,8,47.84,0
MY,51,42.5,1,2,1,4.57,0
IN,7,158.5,1,3,2,36.37,1
QA,49,1,1,1,0,6.48,0
IN,63,46.5,1,2,1,5.5,0
GB,1,128.9,1,4,3,21.22,1
EG,50,49.6,2,3,2,15.91,0
EG,49,54.9,1,1,1,5.6,0
IE,73,49.8,2,1,0,3.95,0
SG,49,0.3,1,2,1,3.61,0
CA,51,195.2,2,6,6,25.49,0
GB,80,36.9,1,2,1,4.52,0
NG,124,44.7,1,2,1,4.1,0
NO,243,36.7,1,4,2,3.97,0
IN,48,45,2,2,2,3.8,0
IN,236,76.2,5,6,3,30.29,0
KE,53,63.1,2,4,3,27.89,0
BD,48,29.8,1,1,1,4.23,0
US,49,340.5,1,4,3,13.69,0
US,51,42.6,1,3,2,6.6,0
US,50,53.7,1,2,2,8,0
US,0,41,1,1,1,5.38,1
US,77,45.5,1,2,1,8.91,0
IN,50,41.1,1,1,0,3.87,0
IN,47,45.8,2,2,1,7.76,0
FR,0,108.1,1,3,3,11.83,1
NG,52,159.3,2,3,2,14.17,0
BR,47,30.2,1,1,1,1.38,0
DZ,47,0.9,1,2,1,3.75,0
SA,114,44.6,1,1,1,3.02,0
EG,47,45,1,1,1,4.3,0
GB,2,151.3,2,16,12,28.18,1
GB,47,77.6,2,2,2,3.32,0
PK,47,72.8,1,4,2,7.5,0
GB,6,39.2,1,1,0,6.08,1
TR,1,53.3,1,1,0,5.35,1
DE,46,138.4,2,2,1,6.15,0
GB,47,40,1,2,1,5.1,0
EG,65,84.3,2,1,1,12.88,0
US,49,61.8,1,3,3,3.78,0
EG,53,13.2,3,1,0,1.42,0
GB,47,108.8,1,4,3,22.12,0
TN,50,109.7,1,2,2,7.71,0
HN,48,213.4,2,1,1,2.52,0
LK,45,62,3,3,2,16.72,0
MM,47,75.5,1,1,1,6.87,0
US,45,43.4,1,1,0,0.67,0
SD,52,70.6,2,2,1,5.93,0
DE,65,9.9,2,1,0,3.02,0
CA,6,165.5,1,7,6,17.1,1
AU,51,63.1,1,2,1,5.48,0
PA,55,33.6,1,1,0,2.7,0
US,0,65.9,1,1,0,3.48,1
ID,44,20.3,1,1,0,12.82,0
FR,50,95.8,1,2,1,6.56,0
TH,65,41.1,1,1,1,3.95,0
CA,58,123.6,2,6,6,24.01,0
ES,68,65.9,2,1,1,4.55,0
EG,43,191.3,4,11,6,43.3,0
IN,44,41.9,1,1,0,10,0
CL,45,37.8,1,1,1,2.78,0
AU,43,66.1,2,4,2,5.7,0
GB,44,1.7,2,2,0,20,0
NL,42,49.1,1,1,1,3.37,0
EG,46,115.8,5,9,5,41.26,0
EG,42,39.5,1,3,1,9.1,0
LB,283,88.6,1,1,1,16.92,0
GB,42,22,1,1,1,3.78,0
EG,79,46,1,3,2,10.4,0
PK,41,1.6,1,2,2,8.56,0
NG,44,232.7,2,4,3,17.78,0
GB,78,259.5,3,1,0,4.15,0
IN,56,3.3,1,1,1,3.28,0
AU,41,552.6,4,16,14,68.39,0
PH,41,44.9,1,2,1,2.18,0
US,40,54.2,1,7,6,11.36,0
IN,40,42.8,2,1,1,4.27,0
ZA,70,41.6,1,2,1,7.86,0
JP,42,30.8,1,3,1,12.68,0
GB,40,42.1,2,2,2,4.3,0
PT,73,63,1,3,3,12.24,0
FI,46,60.8,1,1,0,5.35,0
IN,3,51.7,1,4,1,7.7,1
AE,43,1014.3,5,15,9,62.89,0
NG,44,199.4,3,12,9,66.64,0
NG,45,47.3,1,3,2,5.57,0
IN,13,137.1,1,2,2,14.08,1
IE,43,58,2,1,0,4.32,0
TG,40,176.6,2,3,1,27.8,0
IN,50,36.8,2,1,1,6.2,0
CA,42,42.6,1,1,0,2.3,0
NG,25,116.2,1,2,2,20,1
TW,0,71.1,1,2,2,5.68,1
US,38,61.5,2,2,1,3.11,0
DE,42,45.1,2,3,3,6.36,0
CA,94,47.5,1,2,1,2.43,0
CA,0,64.2,1,1,1,2.48,1
PL,42,41,1,2,1,6.18,0
NG,38,44,1,2,1,7.35,0
DE,0,93.5,1,7,6,13.67,1
IN,37,95.3,1,2,2,5.55,0
PT,37,31.9,1,1,1,2.77,0
US,37,36.9,1,3,2,2.52,0
EG,39,231.8,3,2,2,19.2,0
TR,37,58.3,1,1,0,4.73,0
IT,37,46.6,2,1,1,1.83,0
SA,39,47.6,1,3,2,9.62,0
BG,36,62.8,1,1,0,0.27,0
BG,36,1.8,1,3,1,0.88,0
BG,36,51.1,1,1,0,0.25,0
US,51,64.9,1,1,1,5.4,0
IQ,37,46.7,1,2,1,3.39,0
DE,8,170.6,5,5,2,57.38,1
PH,67,45.6,1,1,1,2.45,0
BG,35,315.6,1,1,0,0.45,0
IN,38,44,1,2,1,18.02,0
BG,126,6.2,1,1,0,0.28,0
IT,35,42.3,1,2,1,3.13,0
US,35,42.6,1,4,4,13.72,0
NG,35,37.6,1,1,0,12,0
KR,36,42.6,1,5,4,8.35,0
MY,34,41.6,1,2,1,5.62,0
US,35,42.5,1,2,1,5.55,0
NA,72,67.5,1,2,1,6.27,0
GB,34,34.9,1,3,1,20.71,0
IQ,37,49.6,1,2,2,9.57,0
KE,34,20.9,1,1,0,16,0
BD,35,8,1,2,2,3.22,0
US,34,41.5,1,2,1,2.7,0
IN,43,27.7,1,1,1,5.48,0
IN,34,49.1,1,2,1,10.18,0
PT,33,22.8,1,1,1,10.1,0
EG,42,56.4,1,3,2,7.77,0
MA,2,37.8,2,1,1,10.68,1
US,15,138,1,5,4,13.5,1
EG,179,95.1,2,2,1,7.05,0
UA,7,82.2,1,1,1,4.43,1
IN,32,37.9,1,2,1,3.66,0
NL,37,99.1,2,7,6,20.76,0
DK,36,211.4,4,1,0,1.88,0
CA,32,90.7,1,2,2,22.15,0
CA,4,140.8,2,3,2,12.74,1
IN,53,75,1,1,0,12.57,0
CA,0,106.3,1,3,3,16.04,1
NG,31,102.3,1,2,2,18.6,0
IN,31,5.4,1,1,1,4.32,0
BG,31,449.8,2,6,3,3.23,0
TH,1,24.2,1,2,2,4.26,1
DE,50,70.9,1,2,1,12.12,0
KE,60,32.4,1,1,0,10.17,0
NG,31,63.6,1,1,0,9.98,0
MY,38,20.4,1,2,1,2.9,0
DE,31,0.2,1,1,1,4.62,0
LK,186,75.5,2,1,0,6.33,0
GB,1,104.4,1,3,2,8,1
GB,31,106.1,1,3,3,29.03,0
BD,6,121.1,1,4,2,24.37,1
US,11,176.4,4,3,2,4.06,1
BJ,18,328.2,3,6,5,39.9,1
NL,124,122.3,1,5,3,8.35,1
IT,43,164.9,2,13,10,20.41,0
ID,30,42,1,2,2,4.02,0
DE,30,44.6,1,4,2,5.91,0
DE,35,197,4,1,0,3,0
EG,30,56.7,1,1,1,4.25,0
CA,36,93.8,2,1,1,3,0
CA,0,297.7,1,11,7,57.27,1
NG,30,23.8,1,2,1,18.83,0
PT,30,41,1,1,1,2.92,0
US,34,55.2,1,2,1,4.47,0
IN,29,12.5,1,1,0,2,0
ZA,56,38.9,1,1,0,2.17,0
NG,30,47.7,1,2,2,4.92,0
PH,29,126.1,4,2,2,18.04,0
CA,29,22.4,1,1,1,11.25,0
EG,29,99.9,1,2,1,24.7,0
US,0,63.8,1,1,1,4.77,1
US,0,48.3,1,2,2,4.42,1
IN,28,51.4,2,2,1,7.65,0
NL,28,0.5,1,1,0,3.12,0
GB,3,327,2,4,4,20.04,1
PK,28,1.2,1,4,1,15.77,0
IN,32,36.8,1,1,0,1.43,0
SA,50,41.3,2,5,1,6.08,0
NL,31,0.7,1,2,1,13.73,0
MA,0,20.5,1,1,0,3.82,1
ID,34,47.4,2,2,1,3.14,0
FR,0,14.9,1,1,0,3.23,1
BY,29,261.1,7,2,2,6.7,0
US,29,196.7,3,8,7,19.26,0
IQ,28,30.5,1,2,1,3.68,0
DE,3,120.9,1,2,2,10.88,1
UA,28,224.8,5,5,4,14.6,0
GH,28,44.9,1,1,1,3.23,0
ID,7,540.9,7,4,2,37.53,1
MY,0,105.9,1,2,2,6.2,1
EG,27,56.1,1,2,2,4.65,0
FR,32,52.8,1,1,0,2.22,0
UA,30,975,4,5,5,27.64,0
US,26,39,1,1,0,4.08,0
IN,26,3.1,1,1,0,2.9,0
VN,26,14.4,1,7,4,14.46,0
VN,26,29.1,1,4,3,9.41,0
VN,27,46.4,2,3,3,4.01,0
CZ,53,41,1,1,0,1.33,0
IN,26,36.9,1,1,1,2.38,0
US,26,118.2,2,2,2,11.25,0
SE,0,92.4,1,4,3,6.3,1
QA,0,63.5,1,2,2,4,1
IE,26,41.2,2,3,2,8.78,0
US,0,74.3,1,3,3,4.73,1
AE,26,42.8,1,3,2,6.45,0
DE,39,714.4,6,7,6,19.68,0
US,0,39.8,1,4,4,16.28,1
GB,0,44.8,1,1,1,8.78,1
US,28,36.6,1,3,2,6.14,0
CA,29,43.2,2,2,2,5.72,0
US,26,67,1,2,1,2.66,0
SG,7,210.2,2,3,3,14.32,1
AZ,32,30.7,1,3,0,32,0
IN,24,42.9,1,2,2,6.75,0
JP,6,90,1,2,2,3.49,1
VN,24,0.3,1,1,1,5.45,0
PK,27,41.2,1,2,2,4.6,0
PT,34,28.7,1,1,1,4.47,0
TR,4,89.8,2,1,1,3.2,1
US,170,74.8,3,4,0,4.32,0
ZA,24,44.1,1,1,1,10,0
GR,23,3.4,1,1,0,0.12,0
BE,24,60.9,2,2,1,6,0
PT,8,48.7,1,2,2,3.01,1
PT,56,490.1,7,1,1,8.27,1
SK,65,43.7,1,3,3,8.93,0
MA,22,32.2,1,1,1,2.72,0
IN,23,35.3,1,2,0,1.95,0
ES,1,56.1,1,1,1,5.68,1
IN,22,14.8,1,2,1,4.73,0
MA,25,75.9,2,2,2,10,0
LK,22,94.7,1,4,3,22.88,0
AM,0,133.8,1,6,5,13,1
IN,22,30.4,1,1,0,4.32,0
ES,31,67.6,1,1,1,10.77,0
IN,22,19.3,1,1,1,6.88,0
US,35,37.9,1,1,0,6.15,0
AU,21,14.1,1,2,1,16.75,0
KE,26,81.8,2,3,2,28.46,0
FR,22,42,1,3,2,3.85,0
IQ,200,446.2,11,8,5,45.1,0
DE,0,42.8,1,1,0,2.87,1
GB,21,265.8,2,3,1,17.3,0
US,16,95,1,2,1,11.46,1
TH,0,46.4,1,2,1,4.26,1
TR,20,0.9,2,1,0,12,0
IN,22,42.3,1,2,2,4.72,0
BG,33,18.1,1,2,1,21.6,0
GB,139,42.7,1,1,0,10,0
NG,20,41,1,1,0,4.52,0
BR,21,49.9,1,3,0,24.88,0
EG,20,25.7,1,1,1,2.98,0
US,0,74.5,1,1,1,14.77,1
NP,66,80.9,2,1,0,1.63,0
US,9,330.2,5,1,1,6.28,1
US,26,317.6,1,5,3,8.76,0
US,38,8.8,1,1,1,10,0
PT,20,0.1,1,1,1,3.67,0
GB,123,93.3,4,1,0,7.95,0
ID,20,47.5,3,2,1,13.14,0
VN,21,207.6,5,1,0,18,0
PK,20,38.9,2,2,2,10.7,0
IN,29,41.7,2,2,1,16.14,0
US,19,41.1,1,2,1,3.59,0
CZ,0,33,1,2,1,2.9,1
ZA,190,185,2,3,3,13.13,0
EG,35,44.2,2,2,1,4.56,0
US,27,72.9,2,1,1,1.52,0
US,20,45.7,1,1,1,2.8,0
IN,272,66.1,3,2,1,16.93,0
IN,18,0.7,1,1,0,5.68,0
ID,20,116.7,2,2,1,7.43,0
IN,18,86.1,1,10,8,25.04,0
PH,22,2.7,1,1,0,0.45,0
IN,21,42.9,2,1,0,3.6,0
IN,41,46.7,2,2,1,4.27,0
US,18,278.3,3,15,12,88.19,0
SE,19,47,1,1,1,4.63,0
US,56,131.2,1,3,3,26.79,0
US,19,36,3,1,0,9.98,0
US,17,41.3,1,2,1,4.16,0
DE,17,0.3,1,1,0,4.68,0
BD,236,77.6,1,3,2,12.17,0
BG,4,212.3,1,10,9,29.62,1
EG,18,0.2,1,1,0,4.77,0
GR,17,32.4,1,2,1,2.86,0
KE,17,47.5,1,1,0,12,0
US,0,39.9,1,1,1,20,1
EG,17,95.8,2,3,3,19.53,0
KE,52,52.6,1,1,1,3.97,0
EG,18,83.4,2,1,0,19.13,0
RO,17,109.5,2,1,0,3.28,0
CO,22,101.9,2,3,2,25.45,0
NG,18,41,1,3,2,5.87,0
CA,228,331,1,1,1,4.4,0
IN,155,42.4,3,3,1,3.8,0
PH,0,96.2,1,4,2,7.26,1
KE,17,84.1,1,2,2,10.28,0
SA,18,391.8,3,8,8,27.12,0
IN,22,42.8,2,2,2,10.64,0
AR,42,19.6,2,1,0,12,0
ZA,59,197.2,3,5,3,56.17,0
US,0,74.5,1,2,1,4.64,1
PT,20,43.8,2,1,1,4.7,0
CA,16,53.1,2,2,2,32,0
US,6,273.5,4,3,1,22.96,1
NG,15,112.7,3,1,1,10,0
PT,0,42.1,1,1,1,5.75,1
DE,15,163.8,2,7,5,11.1,0
US,15,18.2,1,1,0,12.38,0
BD,15,37,1,1,0,15,0
PK,16,383.6,5,14,8,25.63,0
IN,16,120.2,1,1,1,4.67,0
LY,20,41.1,1,1,1,4.65,0
US,171,82.5,1,3,2,5.9,0
KE,16,215.2,1,8,2,60.91,0
DE,37,112.6,1,2,2,6.37,1
IN,15,50,1,2,1,9.64,0
VN,14,40.8,1,1,0,3.83,0
PT,14,19.9,1,1,1,9.88,0
IN,20,32.3,1,3,1,22.33,0
PT,14,61.4,1,2,1,4.25,0
PT,14,42,1,2,2,6.58,0
US,12,139.9,1,1,1,15.53,1
DE,0,0.1,1,1,1,3.32,1
DE,14,209.4,4,4,2,15.94,0
US,20,107,2,1,1,8.18,1
CM,16,43.7,1,2,2,4.52,0
PK,17,25.4,1,3,2,3.99,0
CO,13,112.3,1,2,2,11.45,0
DE,13,644,8,10,7,56.35,0
IN,13,39.3,1,2,1,4.82,0
NG,15,100,1,3,1,11.83,0
GB,13,37,1,5,3,6.3,0
GB,14,130.2,2,1,0,2.23,0
PK,13,56.8,2,3,1,10.19,0
PH,13,49,2,4,3,6.75,0
MX,1,50.8,1,2,1,5.75,1
US,95,135.7,1,2,1,10.05,1
SV,13,67.6,1,1,1,20,0
IN,12,39.4,1,2,0,7.72,0
LK,1,225.9,1,9,6,17.64,1
MA,12,29.4,1,2,1,7.76,0
IN,13,41.1,1,5,4,15.83,0
EG,12,136.7,2,3,2,6.85,1
IN,22,14.9,2,2,0,15.37,0
SA,10,159.5,1,5,2,11.21,1
AZ,13,122.1,2,2,1,7.31,0
GB,31,50.5,2,1,0,9.98,0
US,11,42.3,1,3,2,5.59,0
FR,13,218.4,2,4,2,12.95,0
IT,6,45.1,1,2,1,3.99,1
IN,11,40.8,1,3,1,16.13,0
US,10,211.7,3,3,2,25.1,1
AU,1,188.4,1,5,3,53.37,1
ID,18,199.8,4,3,1,28.78,0
EG,20,93.9,2,1,1,3.78,0
PH,1,64.2,2,4,4,3.35,1
DE,12,54.4,1,2,1,12.02,0
US,15,66,1,1,0,1.82,0
DE,14,49.2,1,12,7,21.08,0
UZ,10,30.9,1,2,1,11.77,0
IT,16,51.2,2,2,1,2.6,0
MY,13,94,2,1,0,7.68,0
US,17,9.3,2,1,0,10,0
VC,47,125.2,1,6,6,17.13,1
CA,16,79.2,2,2,1,3.72,0
CA,0,122.8,1,1,1,3.62,1
BR,10,41.1,1,1,0,2.37,0
IN,10,66,1,2,1,11.18,0
